工资ID,员工ID,本月工时,本月时薪,本月销售额度,本月销售提成比例,本月销售提成额度,本月项目补助,本月住房补助,本月交通补助,本月通讯补助,本月伙食补助,本月高温补助,本月取暖补助,本月其他补助,本月单位养老保险金额,本月个人养老保险金额,本月单位医疗保险金额,本月个人医疗保险金额,本月单位失业保险金额,本月个人失业保险金额,本月单位工伤保险金额,本月单位生育保险金额,本月单位公积金金额,本月个人住房公积金金额,本月工资日期,本月工资金额,本月总投入金额,创建日期,备注
115,144,198.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5940.0,2376.0,2673.0,594.0,594.0,297.0,297.0,2673.0,3564.0,3564.0,2025-08-04,29700.0,48708.0,2025-08-09 18:27:21,
116,145,158.0,200,118402.0,0.03,0.03,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-04,35152.06,54352.06,2025-08-10 10:56:04,应用有关记者注册你的.
117,146,178.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5340.0,2136.0,2403.0,534.0,534.0,267.0,267.0,2403.0,3204.0,3204.0,2025-08-13,26700.0,43788.0,2025-08-09 21:09:12,类型网络一次网站详细得到联系这样.
118,147,164.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4920.0,1968.0,2214.0,492.0,492.0,246.0,246.0,2214.0,2952.0,2952.0,2025-08-08,24600.0,40344.0,2025-08-09 17:15:18,之后通过系列全国表示如此.
119,150,164.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1640.0,656.0,738.0,164.0,164.0,82.0,82.0,738.0,984.0,984.0,2025-08-01,8200.0,13448.0,2025-08-10 04:22:03,发表联系联系其中还有.
120,152,163.0,150,71468.0,0.03,0.03,500,1500,500,500,1000,500,500,0,4890.0,1956.0,2200.0,489.0,489.0,244.0,244.0,2200.0,2934.0,2934.0,2025-08-11,26594.04,42240.04,2025-08-12 10:59:14,
121,153,146.0,150,141127.0,0.03,0.03,500,1500,500,500,1000,500,500,0,4380.0,1752.0,1971.0,438.0,438.0,219.0,219.0,1971.0,2628.0,2628.0,2025-08-06,26133.809999999998,40149.81,2025-08-11 09:59:41,特别标准价格感觉历史然后报告手机.
122,154,185.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2960.0,1184.0,1332.0,296.0,296.0,148.0,148.0,1332.0,1776.0,1776.0,2025-08-02,14800.0,24272.0,2025-08-06 12:56:39,
123,155,140.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1400.0,560.0,630.0,140.0,140.0,70.0,70.0,630.0,840.0,840.0,2025-08-04,7000.0,11480.0,2025-08-02 06:27:21,
124,156,177.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2832.0,1133.0,1274.0,283.0,283.0,142.0,142.0,1274.0,1699.0,1699.0,2025-08-05,14160.0,23222.0,2025-08-12 18:14:13,
125,157,188.0,200,280453.0,0.03,0.03,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-09,46013.59,65213.59,2025-08-05 14:43:46,
126,158,186.0,150,50920.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5580.0,2232.0,2511.0,558.0,558.0,279.0,279.0,2511.0,3348.0,3348.0,2025-08-03,29427.6,47283.6,2025-08-09 22:40:02,
127,159,198.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-12,39600.0,58800.0,2025-08-12 11:35:20,
128,160,139.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,2780.0,1112.0,1251.0,278.0,278.0,139.0,139.0,1251.0,1668.0,1668.0,2025-08-07,13900.0,22796.0,2025-08-12 03:30:12,历史联系软件社区网络有限教育提供.
129,161,177.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5310.0,2124.0,2390.0,531.0,531.0,266.0,266.0,2390.0,3186.0,3186.0,2025-08-12,26550.0,43544.0,2025-08-14 07:46:08,
130,162,192.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,3072.0,1229.0,1382.0,307.0,307.0,154.0,154.0,1382.0,1843.0,1843.0,2025-08-13,15360.0,25190.0,2025-08-08 10:03:13,工具目前各种免费觉得.
131,163,163.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-11,32600.0,51800.0,2025-08-09 16:00:53,其他不是信息个人成功这种.
132,164,152.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-01,30400.0,49600.0,2025-08-08 16:47:37,
133,165,145.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2320.0,928.0,1044.0,232.0,232.0,116.0,116.0,1044.0,1392.0,1392.0,2025-08-04,11600.0,19024.0,2025-08-12 03:32:05,
134,166,182.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5460.0,2184.0,2457.0,546.0,546.0,273.0,273.0,2457.0,3276.0,3276.0,2025-08-08,27300.0,44772.0,2025-08-10 19:35:46,作为部分虽然为了经济因此包括.
135,167,187.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-04,37400.0,56600.0,2025-08-08 08:12:38,
136,170,191.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1910.0,764.0,860.0,191.0,191.0,96.0,96.0,860.0,1146.0,1146.0,2025-08-03,9550.0,15664.0,2025-08-05 15:56:04,
137,171,172.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-02,34400.0,53600.0,2025-08-09 19:31:17,那么质量本站留言.
138,172,176.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2816.0,1126.0,1267.0,282.0,282.0,141.0,141.0,1267.0,1690.0,1690.0,2025-08-05,14080.0,23092.0,2025-08-11 11:59:58,你的而且程序都是学校.
139,173,176.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3520.0,1408.0,1584.0,352.0,352.0,176.0,176.0,1584.0,2112.0,2112.0,2025-08-12,17600.0,28864.0,2025-08-06 05:03:38,发布完全当前时间.
140,174,175.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-07,35000.0,54200.0,2025-08-11 08:45:17,通过如果发布新闻国际进行时候.
141,175,157.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3140.0,1256.0,1413.0,314.0,314.0,157.0,157.0,1413.0,1884.0,1884.0,2025-08-03,15700.0,25748.0,2025-08-12 20:09:36,
142,176,196.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,3136.0,1254.0,1411.0,314.0,314.0,157.0,157.0,1411.0,1882.0,1882.0,2025-08-06,15680.0,25716.0,2025-08-11 18:44:14,技术男人谢谢生活由于两个.
143,177,179.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1790.0,716.0,806.0,179.0,179.0,90.0,90.0,806.0,1074.0,1074.0,2025-08-04,8950.0,14680.0,2025-08-06 01:28:37,
144,178,177.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-08,35400.0,54600.0,2025-08-03 20:38:19,论坛浏览处理软件就是品牌任何.
145,179,199.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-13,39800.0,59000.0,2025-08-13 19:40:56,
146,180,137.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1370.0,548.0,616.0,137.0,137.0,68.0,68.0,616.0,822.0,822.0,2025-08-06,6850.0,11232.0,2025-08-09 09:17:32,根据留言东西下载一次规定具有.
147,181,199.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,3184.0,1274.0,1433.0,318.0,318.0,159.0,159.0,1433.0,1910.0,1910.0,2025-08-01,15920.0,26108.0,2025-08-06 23:48:08,搜索类型只是工具内容.
148,182,189.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,3024.0,1210.0,1361.0,302.0,302.0,151.0,151.0,1361.0,1814.0,1814.0,2025-08-08,15120.0,24796.0,2025-08-11 02:16:08,
149,183,179.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3580.0,1432.0,1611.0,358.0,358.0,179.0,179.0,1611.0,2148.0,2148.0,2025-08-02,17900.0,29356.0,2025-08-10 00:52:10,以后我们责任社会功能认为可能实现.
150,186,180.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2880.0,1152.0,1296.0,288.0,288.0,144.0,144.0,1296.0,1728.0,1728.0,2025-08-13,14400.0,23616.0,2025-08-01 01:17:57,之后企业资料参加有关.
151,187,173.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1730.0,692.0,778.0,173.0,173.0,86.0,86.0,778.0,1038.0,1038.0,2025-08-10,8650.0,14184.0,2025-08-01 04:51:20,学校资料以及资料喜欢的话.
152,188,199.0,50,295229.0,0.03,0.03,500,1500,500,500,1000,500,500,0,1990.0,796.0,896.0,199.0,199.0,100.0,100.0,896.0,1194.0,1194.0,2025-08-04,18806.87,25176.87,2025-08-08 05:19:06,一切如此次数方式网上.
153,189,189.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3780.0,1512.0,1701.0,378.0,378.0,189.0,189.0,1701.0,2268.0,2268.0,2025-08-04,18900.0,30996.0,2025-08-10 07:13:36,
154,192,188.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-09,37600.0,56800.0,2025-08-11 06:08:20,还是的是影响所有然后活动.
155,193,193.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3860.0,1544.0,1737.0,386.0,386.0,193.0,193.0,1737.0,2316.0,2316.0,2025-08-08,19300.0,31652.0,2025-08-13 07:37:54,
156,194,189.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1890.0,756.0,850.0,189.0,189.0,94.0,94.0,850.0,1134.0,1134.0,2025-08-06,9450.0,15496.0,2025-08-14 02:00:05,
157,195,179.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2864.0,1146.0,1289.0,286.0,286.0,143.0,143.0,1289.0,1718.0,1718.0,2025-08-02,14320.0,23484.0,2025-08-08 12:05:29,生活所有继续一直名称.
158,202,143.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2288.0,915.0,1030.0,229.0,229.0,114.0,114.0,1030.0,1373.0,1373.0,2025-08-03,11440.0,18762.0,2025-08-04 09:40:27,软件标题类别设计我的类型销售.
159,203,161.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4830.0,1932.0,2174.0,483.0,483.0,242.0,242.0,2174.0,2898.0,2898.0,2025-08-11,24150.0,39608.0,2025-08-14 02:29:39,深圳关系作者其实两个.
160,204,143.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5720.0,2288.0,2574.0,572.0,572.0,286.0,286.0,2574.0,3432.0,3432.0,2025-08-13,28600.0,46904.0,2025-08-13 11:24:19,正在密码地区要求出来关系.
161,205,195.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1950.0,780.0,878.0,195.0,195.0,98.0,98.0,878.0,1170.0,1170.0,2025-08-05,9750.0,15992.0,2025-08-05 15:10:27,能够成为上海经验那些.
162,206,139.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1390.0,556.0,626.0,139.0,139.0,70.0,70.0,626.0,834.0,834.0,2025-08-05,6950.0,11400.0,2025-08-11 06:27:33,帮助信息类别科技必须.
163,207,178.0,100,279617.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3560.0,1424.0,1602.0,356.0,356.0,178.0,178.0,1602.0,2136.0,2136.0,2025-08-09,26188.510000000002,37580.51,2025-08-05 02:46:04,会员她的回复正在怎么相关主题只要.
164,208,167.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3340.0,1336.0,1503.0,334.0,334.0,167.0,167.0,1503.0,2004.0,2004.0,2025-08-12,16700.0,27388.0,2025-08-09 19:42:52,今天其实环境阅读实现日期网上.
165,209,194.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-09,38800.0,58000.0,2025-08-07 13:50:54,
166,210,142.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,2840.0,1136.0,1278.0,284.0,284.0,142.0,142.0,1278.0,1704.0,1704.0,2025-08-02,14200.0,23288.0,2025-08-06 01:12:09,
167,211,193.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3860.0,1544.0,1737.0,386.0,386.0,193.0,193.0,1737.0,2316.0,2316.0,2025-08-02,19300.0,31652.0,2025-08-04 21:32:54,
168,212,145.0,80,212809.0,0.03,0.03,500,1500,500,500,1000,500,500,0,2320.0,928.0,1044.0,232.0,232.0,116.0,116.0,1044.0,1392.0,1392.0,2025-08-01,17984.27,25408.27,2025-08-01 21:45:04,
169,213,186.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5580.0,2232.0,2511.0,558.0,558.0,279.0,279.0,2511.0,3348.0,3348.0,2025-08-11,27900.0,45756.0,2025-08-07 11:19:32,
170,214,189.0,100,254779.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3780.0,1512.0,1701.0,378.0,378.0,189.0,189.0,1701.0,2268.0,2268.0,2025-08-09,26543.37,38639.369999999995,2025-08-09 12:17:11,电子有限到了但是您的当然就是.
171,216,190.0,100,151556.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3800.0,1520.0,1710.0,380.0,380.0,190.0,190.0,1710.0,2280.0,2280.0,2025-08-05,23546.68,35706.68,2025-08-13 11:38:09,情况合作文化大小国家价格.
172,217,149.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5960.0,2384.0,2682.0,596.0,596.0,298.0,298.0,2682.0,3576.0,3576.0,2025-08-07,29800.0,48872.0,2025-08-12 04:59:40,
173,218,189.0,100,19624.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3780.0,1512.0,1701.0,378.0,378.0,189.0,189.0,1701.0,2268.0,2268.0,2025-08-05,19488.72,31584.72,2025-08-11 19:37:47,
174,219,184.0,50,24860.0,0.03,0.03,500,1500,500,500,1000,500,500,0,1840.0,736.0,828.0,184.0,184.0,92.0,92.0,828.0,1104.0,1104.0,2025-08-02,9945.8,15833.8,2025-08-04 06:11:47,
175,220,197.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5910.0,2364.0,2660.0,591.0,591.0,296.0,296.0,2660.0,3546.0,3546.0,2025-08-12,29550.0,48464.0,2025-08-13 04:19:18,中国继续提供得到市场研究.
176,221,193.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3860.0,1544.0,1737.0,386.0,386.0,193.0,193.0,1737.0,2316.0,2316.0,2025-08-06,19300.0,31652.0,2025-08-08 18:42:02,
177,222,162.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3240.0,1296.0,1458.0,324.0,324.0,162.0,162.0,1458.0,1944.0,1944.0,2025-08-08,16200.0,26568.0,2025-08-04 05:42:08,
178,223,166.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2656.0,1062.0,1195.0,266.0,266.0,133.0,133.0,1195.0,1594.0,1594.0,2025-08-11,13280.0,21780.0,2025-08-11 09:06:44,处理喜欢音乐怎么应该学生如何.
179,224,190.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5700.0,2280.0,2565.0,570.0,570.0,285.0,285.0,2565.0,3420.0,3420.0,2025-08-03,28500.0,46740.0,2025-08-10 11:04:38,单位下载决定中国公司应该.
180,225,143.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,2860.0,1144.0,1287.0,286.0,286.0,143.0,143.0,1287.0,1716.0,1716.0,2025-08-12,14300.0,23452.0,2025-08-14 00:23:18,企业新闻文章精华日期.
181,226,138.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4140.0,1656.0,1863.0,414.0,414.0,207.0,207.0,1863.0,2484.0,2484.0,2025-08-01,20700.0,33948.0,2025-08-01 11:17:27,
182,227,193.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,3088.0,1235.0,1390.0,309.0,309.0,154.0,154.0,1390.0,1853.0,1853.0,2025-08-11,15440.0,25322.0,2025-08-13 02:57:06,浏览朋友城市无法浏览中心特别中国.
183,228,192.0,150,179479.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5760.0,2304.0,2592.0,576.0,576.0,288.0,288.0,2592.0,3456.0,3456.0,2025-08-10,34184.37,52616.37,2025-08-05 13:50:40,查看以及以上可能的话用户.
184,229,171.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5130.0,2052.0,2308.0,513.0,513.0,256.0,256.0,2308.0,3078.0,3078.0,2025-08-06,25650.0,42064.0,2025-08-03 23:32:23,
185,230,158.0,50,191663.0,0.03,0.03,500,1500,500,500,1000,500,500,0,1580.0,632.0,711.0,158.0,158.0,79.0,79.0,711.0,948.0,948.0,2025-08-13,13649.89,18705.89,2025-08-12 23:32:04,最新说明出来组织是一特别类型.
186,232,171.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2736.0,1094.0,1231.0,274.0,274.0,137.0,137.0,1231.0,1642.0,1642.0,2025-08-09,13680.0,22436.0,2025-08-05 07:44:50,来源网上注册.
187,235,161.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3220.0,1288.0,1449.0,322.0,322.0,161.0,161.0,1449.0,1932.0,1932.0,2025-08-13,16100.0,26404.0,2025-08-11 14:45:06,合作电子原因美国拥有服务我们.
188,236,195.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1950.0,780.0,878.0,195.0,195.0,98.0,98.0,878.0,1170.0,1170.0,2025-08-10,9750.0,15992.0,2025-08-05 23:05:35,
189,237,140.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5600.0,2240.0,2520.0,560.0,560.0,280.0,280.0,2520.0,3360.0,3360.0,2025-08-13,28000.0,45920.0,2025-08-04 15:42:39,人员安全来自网络电脑分析积分.
190,238,191.0,80,29861.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3056.0,1222.0,1375.0,306.0,306.0,153.0,153.0,1375.0,1834.0,1834.0,2025-08-12,16175.83,25955.83,2025-08-03 10:20:31,
191,240,192.0,150,51887.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5760.0,2304.0,2592.0,576.0,576.0,288.0,288.0,2592.0,3456.0,3456.0,2025-08-08,30356.61,48788.61,2025-08-13 11:08:16,
192,241,190.0,80,130642.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3040.0,1216.0,1368.0,304.0,304.0,152.0,152.0,1368.0,1824.0,1824.0,2025-08-05,19119.26,28847.26,2025-08-01 18:07:18,的是学习投资资料.
193,242,195.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-01,39000.0,58200.0,2025-08-13 13:38:01,
194,243,191.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5730.0,2292.0,2578.0,573.0,573.0,286.0,286.0,2578.0,3438.0,3438.0,2025-08-12,28650.0,46984.0,2025-08-04 03:24:51,美国发现系列朋友资料自己部门安全.
195,244,189.0,100,138605.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3780.0,1512.0,1701.0,378.0,378.0,189.0,189.0,1701.0,2268.0,2268.0,2025-08-12,23058.15,35154.15,2025-08-01 22:23:21,
196,247,194.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-05,38800.0,58000.0,2025-08-09 22:46:19,
197,248,155.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1550.0,620.0,698.0,155.0,155.0,78.0,78.0,698.0,930.0,930.0,2025-08-07,7750.0,12712.0,2025-08-05 08:14:18,
198,249,197.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5910.0,2364.0,2660.0,591.0,591.0,296.0,296.0,2660.0,3546.0,3546.0,2025-08-05,29550.0,48464.0,2025-08-12 11:15:43,
199,250,157.0,80,207209.0,0.03,0.03,500,1500,500,500,1000,500,500,0,2512.0,1005.0,1130.0,251.0,251.0,126.0,126.0,1130.0,1507.0,1507.0,2025-08-08,18776.27,26814.27,2025-08-12 19:37:19,
200,252,174.0,200,222373.0,0.03,0.03,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-12,41471.19,60671.19,2025-08-07 22:12:08,
201,253,140.0,150,261305.0,0.03,0.03,500,1500,500,500,1000,500,500,0,4200.0,1680.0,1890.0,420.0,420.0,210.0,210.0,1890.0,2520.0,2520.0,2025-08-08,28839.15,42279.15,2025-08-03 20:52:25,主要发展公司一切.
202,254,162.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3240.0,1296.0,1458.0,324.0,324.0,162.0,162.0,1458.0,1944.0,1944.0,2025-08-10,16200.0,26568.0,2025-08-07 12:16:32,活动一直可是人员.
203,257,190.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-07,38000.0,57200.0,2025-08-05 07:47:15,
204,258,154.0,80,7052.0,0.03,0.03,500,1500,500,500,1000,500,500,0,2464.0,986.0,1109.0,246.0,246.0,123.0,123.0,1109.0,1478.0,1478.0,2025-08-13,12531.56,20415.559999999998,2025-08-10 11:51:38,
205,259,178.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1780.0,712.0,801.0,178.0,178.0,89.0,89.0,801.0,1068.0,1068.0,2025-08-08,8900.0,14596.0,2025-08-04 19:17:40,
206,260,156.0,100,27206.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3120.0,1248.0,1404.0,312.0,312.0,156.0,156.0,1404.0,1872.0,1872.0,2025-08-02,16416.18,26400.18,2025-08-07 04:47:42,非常质量科技更新一起点击关系当前.
207,261,175.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5250.0,2100.0,2362.0,525.0,525.0,262.0,262.0,2362.0,3150.0,3150.0,2025-08-05,26250.0,43048.0,2025-08-11 09:14:16,对于商品非常.
208,262,146.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5840.0,2336.0,2628.0,584.0,584.0,292.0,292.0,2628.0,3504.0,3504.0,2025-08-13,29200.0,47888.0,2025-08-06 04:51:41,系统电脑参加增加关系公司.
209,263,169.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2704.0,1082.0,1217.0,270.0,270.0,135.0,135.0,1217.0,1622.0,1622.0,2025-08-12,13520.0,22172.0,2025-08-11 00:18:42,
210,265,145.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1450.0,580.0,652.0,145.0,145.0,72.0,72.0,652.0,870.0,870.0,2025-08-02,7250.0,11888.0,2025-08-02 09:11:24,
211,266,153.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4590.0,1836.0,2066.0,459.0,459.0,230.0,230.0,2066.0,2754.0,2754.0,2025-08-09,22950.0,37640.0,2025-08-02 16:43:46,
212,267,166.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-05,33200.0,52400.0,2025-08-14 00:36:34,
213,268,184.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3680.0,1472.0,1656.0,368.0,368.0,184.0,184.0,1656.0,2208.0,2208.0,2025-08-13,18400.0,30176.0,2025-08-01 02:40:13,
214,269,188.0,200,184455.0,0.03,0.03,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-02,43133.65,62333.65,2025-08-02 21:12:21,
215,270,182.0,50,228687.0,0.03,0.03,500,1500,500,500,1000,500,500,0,1820.0,728.0,819.0,182.0,182.0,91.0,91.0,819.0,1092.0,1092.0,2025-08-11,15960.61,21784.61,2025-08-07 22:57:41,
216,271,195.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3900.0,1560.0,1755.0,390.0,390.0,195.0,195.0,1755.0,2340.0,2340.0,2025-08-04,19500.0,31980.0,2025-08-04 21:22:50,
217,272,177.0,50,26473.0,0.03,0.03,500,1500,500,500,1000,500,500,0,1770.0,708.0,796.0,177.0,177.0,88.0,88.0,796.0,1062.0,1062.0,2025-08-06,9644.19,15306.19,2025-08-08 22:56:40,
218,275,200.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-09,40000.0,59200.0,2025-08-02 01:28:14,
219,276,166.0,100,502.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3320.0,1328.0,1494.0,332.0,332.0,166.0,166.0,1494.0,1992.0,1992.0,2025-08-04,16615.06,27239.06,2025-08-14 14:03:14,
220,277,140.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,2800.0,1120.0,1260.0,280.0,280.0,140.0,140.0,1260.0,1680.0,1680.0,2025-08-04,14000.0,22960.0,2025-08-14 11:25:13,产品工作回复无法.
221,278,142.0,200,175669.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5680.0,2272.0,2556.0,568.0,568.0,284.0,284.0,2556.0,3408.0,3408.0,2025-08-11,33670.07,51846.07,2025-08-02 15:35:09,
222,279,181.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3620.0,1448.0,1629.0,362.0,362.0,181.0,181.0,1629.0,2172.0,2172.0,2025-08-10,18100.0,29684.0,2025-08-11 07:58:36,根据也是非常关系.
223,280,160.0,80,139653.0,0.03,0.03,500,1500,500,500,1000,500,500,0,2560.0,1024.0,1152.0,256.0,256.0,128.0,128.0,1152.0,1536.0,1536.0,2025-08-03,16989.59,25181.59,2025-08-10 23:36:23,
224,281,163.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-04,32600.0,51800.0,2025-08-03 12:46:46,
225,282,198.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1980.0,792.0,891.0,198.0,198.0,99.0,99.0,891.0,1188.0,1188.0,2025-08-08,9900.0,16236.0,2025-08-10 22:33:51,
226,286,148.0,50,73968.0,0.03,0.03,500,1500,500,500,1000,500,500,0,1480.0,592.0,666.0,148.0,148.0,74.0,74.0,666.0,888.0,888.0,2025-08-13,9619.04,14355.04,2025-08-10 12:28:46,回复比较其中工程喜欢拥有.
227,288,191.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-07,38200.0,57400.0,2025-08-09 16:00:45,出现解决程序查看公司运行规定.
228,289,147.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2352.0,941.0,1058.0,235.0,235.0,118.0,118.0,1058.0,1411.0,1411.0,2025-08-03,11760.0,19286.0,2025-08-07 12:19:14,
